pfile,n_lm,time
1,10.0,0.00014357250000000002
2,14.0,0.0001830325
3,18.0,0.000217188
4,22.0,0.00027207800000000003
5,26.0,0.000298894
6,30.0,0.000328685
7,34.0,0.000370596
8,38.0,0.0004643685
9,42.0,0.0004951145
10,46.0,0.000576425
11,50.0,0.000657516
12,54.0,0.000719852
13,58.0,0.0007542040000000001
14,62.0,0.0008186075
15,66.0,0.0009339940000000001
16,70.0,0.0010351050000000001
17,74.0,0.001094995
18,78.0,0.001274735
19,82.0,0.00121611
20,86.0,0.00130071
