problem,compiled,extract_type,time,problem_size,n_landmarks
17,True,noncausal,7.547266169,42.0,4.0
18,False,backward,7.580284149000001,42.0,4.0
18,False,forward,7.08472931,42.0,4.0
18,False,noncausal,7.140313968666667,42.0,4.0
18,True,backward,8.024434567,42.0,4.0
18,True,forward,8.15735358,42.0,4.0
18,True,noncausal,7.5691917459999996,42.0,4.0
19,False,backward,7.5304994679999995,42.0,4.0
19,False,forward,7.081401716333333,42.0,4.0
19,False,noncausal,7.001701651333334,42.0,4.0
19,True,backward,7.794755107,42.0,4.0
19,True,forward,7.7972536327499995,42.0,4.0
19,True,noncausal,7.459227229750001,42.0,4.0
20,False,backward,7.3565341003333335,42.0,4.0
20,False,forward,6.992332275999999,42.0,4.0
20,False,noncausal,6.958032189,42.0,4.0
20,True,backward,7.85993669875,42.0,4.0
20,True,forward,7.9829362357499996,42.0,4.0
20,True,noncausal,7.38416167325,42.0,4.0
21,False,backward,15.315827602666667,46.0,4.0
21,False,forward,14.947306018,46.0,4.0
21,False,noncausal,14.740495445333332,46.0,4.0
21,True,backward,18.38514203975,46.0,4.0
21,True,forward,18.49697433475,46.0,4.0
21,True,noncausal,18.162336544,46.0,4.0
22,False,backward,15.624236750666668,46.0,4.0
22,False,forward,15.250076677666664,46.0,4.0
22,False,noncausal,14.995403551999999,46.0,4.0
22,True,backward,18.260668794249998,46.0,4.0
22,True,forward,18.0263588225,46.0,4.0
22,True,noncausal,17.83559934225,46.0,4.0
23,False,backward,15.564393491666666,46.0,4.0
23,False,forward,15.307709958666665,46.0,4.0
23,False,noncausal,15.140777198666667,46.0,4.0
23,True,backward,17.88579327575,46.0,4.0
23,True,forward,17.89131907425,46.0,4.0
23,True,noncausal,17.58331126325,46.0,4.0
24,False,backward,15.242693911333333,46.0,4.0
24,False,forward,14.770778512666666,46.0,4.0
24,False,noncausal,14.692790491000002,46.0,4.0
24,True,backward,16.5845278445,46.0,4.0
24,True,forward,17.431058597,46.0,4.0
24,True,noncausal,16.41616897425,46.0,4.0
25,False,backward,15.097992173666668,46.0,4.0
25,False,forward,14.492468705666667,46.0,4.0
25,False,noncausal,14.79721354,46.0,4.0
25,True,backward,16.969399391,46.0,4.0
25,True,forward,16.92210311475,46.0,4.0
25,True,noncausal,17.136331131,46.0,4.0
26,False,backward,30.80223196333333,50.0,4.0
26,False,forward,30.278055882333334,50.0,4.0
26,False,noncausal,30.47496416066667,50.0,4.0
26,True,backward,34.544639673249996,50.0,4.0
26,True,forward,34.988355333499996,50.0,4.0
26,True,noncausal,34.4963401,50.0,4.0
27,False,backward,30.60478047133333,50.0,4.0
27,False,forward,30.163849368,50.0,4.0
27,False,noncausal,29.968038650666667,50.0,4.0
27,True,backward,35.86527925275,50.0,4.0
27,True,forward,35.82401346925,50.0,4.0
27,True,noncausal,35.427140801,50.0,4.0
28,False,backward,30.25310564333333,50.0,4.0
28,False,forward,30.251016609666667,50.0,4.0
28,False,noncausal,29.775600925000003,50.0,4.0
28,True,backward,36.650071084749996,50.0,4.0
28,True,forward,36.32909173075,50.0,4.0
28,True,noncausal,35.939080748500004,50.0,4.0
29,False,backward,30.785701488666664,50.0,4.0
29,False,forward,30.352630056333336,50.0,4.0
29,False,noncausal,30.480225430999997,50.0,4.0
29,True,backward,36.8506535395,50.0,4.0
29,True,forward,36.802483609999996,50.0,4.0
29,True,noncausal,36.366341156749996,50.0,4.0
30,False,backward,31.51356116133333,50.0,4.0
30,False,forward,30.231985768666664,50.0,4.0
30,False,noncausal,30.633082693000002,50.0,4.0
30,True,backward,35.9483967315,50.0,4.0
30,True,forward,35.75592973,50.0,4.0
30,True,noncausal,35.66450178825,50.0,4.0
31,False,backward,60.697591919,54.0,4.0
31,False,forward,57.160717807333334,54.0,4.0
31,False,noncausal,58.365734497333335,54.0,4.0
31,True,backward,67.69955122725,54.0,4.0
31,True,forward,67.0856280765,54.0,4.0
31,True,noncausal,66.8802516485,54.0,4.0
32,False,backward,56.68789782133334,54.0,4.0
32,False,forward,56.09776592833333,54.0,4.0
32,False,noncausal,56.067548095333336,54.0,4.0
32,True,backward,67.65839383475,54.0,4.0
32,True,forward,67.22271135575,54.0,4.0
32,True,noncausal,66.00621105375001,54.0,4.0
33,False,backward,56.35924166633333,54.0,4.0
33,False,forward,55.67097297033333,54.0,4.0
33,False,noncausal,56.028232791,54.0,4.0
33,True,backward,66.7588954655,54.0,4.0
33,True,forward,65.952358256,54.0,4.0
33,True,noncausal,65.37977139025,54.0,4.0
34,False,backward,56.005783175333335,54.0,4.0
34,False,forward,55.19896976533334,54.0,4.0
34,False,noncausal,55.22599596199999,54.0,4.0
34,True,backward,66.06833333750001,54.0,4.0
34,True,forward,65.74036067525,54.0,4.0
34,True,noncausal,65.31410800925,54.0,4.0
35,False,backward,56.047208692666665,54.0,4.0
35,False,forward,55.395049228666664,54.0,4.0
35,False,noncausal,55.48294075066667,54.0,4.0
35,True,backward,67.15494439975001,54.0,4.0
35,True,forward,66.62698864875,54.0,4.0
35,True,noncausal,66.3293362995,54.0,4.0
36,False,backward,98.924955206,58.0,4.0
36,False,forward,95.527854306,58.0,4.0
36,False,noncausal,97.84778632433334,58.0,4.0
36,True,backward,110.792337599,58.0,4.0
36,True,forward,110.38170889425,58.0,4.0
36,True,noncausal,111.064390285,58.0,4.0
37,False,backward,98.37933302733332,58.0,4.0
37,False,forward,97.93389403166667,58.0,4.0
37,False,noncausal,97.99423607866667,58.0,4.0
37,True,backward,109.51385707624999,58.0,4.0
37,True,forward,110.80139520475,58.0,4.0
37,True,noncausal,106.5578118305,58.0,4.0
38,False,backward,97.38554148166668,58.0,4.0
38,False,forward,96.295372047,58.0,4.0
38,False,noncausal,96.15479712899999,58.0,4.0
38,True,backward,110.331067181,58.0,4.0
38,True,forward,110.33132873,58.0,4.0
38,True,noncausal,109.00571981,58.0,4.0
39,False,backward,97.230267761,58.0,4.0
39,False,forward,97.072314382,58.0,4.0
39,False,noncausal,97.37521493433333,58.0,4.0
39,True,backward,111.12097682325,58.0,4.0
39,True,forward,111.58205069775,58.0,4.0
39,True,noncausal,111.296056504,58.0,4.0
40,False,backward,96.25585415366668,58.0,4.0
40,False,forward,97.81459503166667,58.0,4.0
40,False,noncausal,95.73028301166666,58.0,4.0
40,True,backward,114.35418457349999,58.0,4.0
40,True,forward,113.37945254075,58.0,4.0
40,True,noncausal,111.9858777355,58.0,4.0
41,False,backward,156.29551851433334,62.0,4.0
41,False,forward,153.806862579,62.0,4.0
41,False,noncausal,155.71842911299998,62.0,4.0
41,True,backward,175.97763962725,62.0,4.0
41,True,forward,173.5855241755,62.0,4.0
41,True,noncausal,176.08976184775003,62.0,4.0
42,False,backward,155.356567041,62.0,4.0
42,False,forward,154.97437761133332,62.0,4.0
42,False,noncausal,154.096551899,62.0,4.0
42,True,backward,178.68198668825,62.0,4.0
42,True,forward,175.51433201425,62.0,4.0
42,True,noncausal,176.29403748825,62.0,4.0
43,False,backward,151.983806748,62.0,4.0
43,False,forward,152.64121454166664,62.0,4.0
43,False,noncausal,150.745764976,62.0,4.0
43,True,backward,178.661491772,62.0,4.0
43,True,forward,175.03578061325,62.0,4.0
43,True,noncausal,176.7960797605,62.0,4.0
44,False,backward,152.68949801066665,62.0,4.0
44,False,forward,151.60885529133333,62.0,4.0
44,False,noncausal,146.97425218200001,62.0,4.0
44,True,backward,171.02084790275,62.0,4.0
44,True,forward,169.98679563500002,62.0,4.0
44,True,noncausal,168.7513788095,62.0,4.0
45,False,backward,151.06620948566666,62.0,4.0
45,False,forward,149.53474025433334,62.0,4.0
45,False,noncausal,151.60716067066667,62.0,4.0
45,True,backward,166.80338946749998,62.0,4.0
45,True,forward,169.756338653,62.0,4.0
45,True,noncausal,166.2141860505,62.0,4.0
46,False,backward,230.35957927466666,66.0,4.0
46,False,forward,225.864318773,66.0,4.0
46,False,noncausal,228.46353439033336,66.0,4.0
46,True,backward,257.73951362925,66.0,4.0
46,True,forward,256.91321511275,66.0,4.0
46,True,noncausal,255.629355387,66.0,4.0
47,False,backward,229.28022633499998,66.0,4.0
47,False,forward,226.8289308963333,66.0,4.0
47,False,noncausal,229.83925716166667,66.0,4.0
47,True,backward,251.45073246675,66.0,4.0
47,True,forward,254.4572277375,66.0,4.0
47,True,noncausal,255.51779449100002,66.0,4.0
48,False,backward,236.59174366533333,66.0,4.0
48,False,forward,231.3739771536667,66.0,4.0
48,False,noncausal,234.37430367633337,66.0,4.0
48,True,backward,250.478038595,66.0,4.0
48,True,forward,254.015758824,66.0,4.0
48,True,noncausal,251.055070209,66.0,4.0
49,False,backward,229.81775988633333,66.0,4.0
49,False,forward,228.36320209,66.0,4.0
49,False,noncausal,227.20173290066668,66.0,4.0
49,True,backward,259.30476116675004,66.0,4.0
49,True,forward,254.450988681,66.0,4.0
49,True,noncausal,259.76569793025,66.0,4.0
50,False,backward,224.14195691333336,66.0,4.0
50,False,forward,226.21794710933332,66.0,4.0
50,False,noncausal,227.90065802933336,66.0,4.0
50,True,backward,264.36300258775,66.0,4.0
50,True,forward,264.416802435,66.0,4.0
50,True,noncausal,263.10367245525,66.0,4.0
51,False,backward,334.323277588,70.0,4.0
51,False,forward,331.717542469,70.0,4.0
51,False,noncausal,320.862098271,70.0,4.0
51,True,backward,372.500743812,70.0,4.0
51,True,forward,371.131357943,70.0,4.0
51,True,noncausal,369.6285132785,70.0,4.0
52,False,backward,344.22610351866666,70.0,4.0
52,False,forward,335.6907846023334,70.0,4.0
52,False,noncausal,339.97521589166666,70.0,4.0
52,True,backward,370.4191775555,70.0,4.0
52,True,forward,375.7679400565,70.0,4.0
52,True,noncausal,373.53249317725,70.0,4.0
53,False,backward,343.382120284,70.0,4.0
53,False,forward,338.5589602243333,70.0,4.0
53,False,noncausal,333.50912890666666,70.0,4.0
53,True,backward,381.768153684,70.0,4.0
53,True,forward,374.30958137575,70.0,4.0
53,True,noncausal,374.468777597,70.0,4.0
54,False,backward,345.5446611853333,70.0,4.0
54,False,forward,337.60730066,70.0,4.0
54,False,noncausal,345.295748193,70.0,4.0
54,True,backward,361.69632878150003,70.0,4.0
54,True,forward,372.3977667665,70.0,4.0
54,True,noncausal,368.85074540200003,70.0,4.0
55,False,backward,328.23606828466666,70.0,4.0
55,False,forward,329.7790267963333,70.0,4.0
55,False,noncausal,320.75078144266666,70.0,4.0
55,True,backward,365.0633422045,70.0,4.0
55,True,forward,362.3786283395,70.0,4.0
55,True,noncausal,359.33313131025,70.0,4.0
56,False,backward,465.24797678666664,74.0,4.0
56,False,forward,457.53712341700003,74.0,4.0
56,False,noncausal,465.33449754266667,74.0,4.0
56,True,backward,518.9202450685,74.0,4.0
56,True,forward,507.55206604425,74.0,4.0
56,True,noncausal,511.16729159625,74.0,4.0
57,False,backward,457.59782592600004,74.0,4.0
57,False,forward,452.60825075866666,74.0,4.0
57,False,noncausal,461.7599470953333,74.0,4.0
57,True,backward,513.18284072175,74.0,4.0
57,True,forward,505.904204718,74.0,4.0
57,True,noncausal,507.998623041,74.0,4.0
58,False,backward,473.18714168466664,74.0,4.0
58,False,forward,466.9026684806667,74.0,4.0
58,False,noncausal,470.7893907023333,74.0,4.0
58,True,backward,511.86195696325,74.0,4.0
58,True,forward,501.0755293535,74.0,4.0
58,True,noncausal,501.7252114545,74.0,4.0
59,False,backward,467.3022703423333,74.0,4.0
59,False,forward,464.555354304,74.0,4.0
59,False,noncausal,465.5544512029999,74.0,4.0
59,True,backward,524.9892981365,74.0,4.0
59,True,forward,509.4831190395,74.0,4.0
59,True,noncausal,515.592111413,74.0,4.0
60,False,backward,464.61066862333337,74.0,4.0
60,False,forward,464.368155785,74.0,4.0
60,False,noncausal,455.33697072700005,74.0,4.0
60,True,backward,517.216652153,74.0,4.0
60,True,forward,509.72827244375003,74.0,4.0
60,True,noncausal,509.528831415,74.0,4.0
