domain,problem,problem_size,compiled,run,time,n_landmarks,extract_type
freecell,1,30,false,1,4.549178424,4,forward
freecell,1,30,false,2,0.755286082,4,forward
freecell,1,30,false,3,0.769144331,4,forward
freecell,1,30,false,1,3.133385251,4,backward
freecell,1,30,false,2,0.900663134,4,backward
freecell,1,30,false,3,0.895312328,4,backward
freecell,1,30,false,1,0.982644578,4,noncausal
freecell,1,30,false,2,0.789126489,4,noncausal
freecell,1,30,false,3,0.787986866,4,noncausal
freecell,1,30,true,1,3.106985879,4,forward
freecell,1,30,true,2,0.796867704,4,forward
freecell,1,30,true,3,0.788928301,4,forward
freecell,1,30,true,4,0.791061776,4,forward
freecell,1,30,true,1,0.979982862,4,backward
freecell,1,30,true,2,0.909638359,4,backward
freecell,1,30,true,3,0.909795041,4,backward
freecell,1,30,true,4,0.911594838,4,backward
freecell,1,30,true,1,0.840510491,4,noncausal
freecell,1,30,true,2,0.799278059,4,noncausal
freecell,1,30,true,3,0.797200097,4,noncausal
freecell,1,30,true,4,0.797620845,4,noncausal
freecell,2,30,false,1,0.810245594,4,forward
freecell,2,30,false,2,0.786058086,4,forward
freecell,2,30,false,3,0.786763324,4,forward
freecell,2,30,false,1,0.910619457,4,backward
freecell,2,30,false,2,0.928661171,4,backward
freecell,2,30,false,3,0.910288442,4,backward
freecell,2,30,false,1,0.789424202,4,noncausal
freecell,2,30,false,2,0.789932608,4,noncausal
freecell,2,30,false,3,0.7870078,4,noncausal
freecell,2,30,true,1,2.902747786,4,forward
freecell,2,30,true,2,0.783257126,4,forward
freecell,2,30,true,3,0.783224883,4,forward
freecell,2,30,true,4,0.786345747,4,forward
freecell,2,30,true,1,0.989890482,4,backward
freecell,2,30,true,2,0.909997229,4,backward
freecell,2,30,true,3,0.910140595,4,backward
freecell,2,30,true,4,0.907370951,4,backward
freecell,2,30,true,1,0.833155245,4,noncausal
freecell,2,30,true,2,0.795071502,4,noncausal
freecell,2,30,true,3,0.795946544,4,noncausal
freecell,2,30,true,4,0.798036363,4,noncausal
